0.vasp,-1.6814
1.vasp,-1.6209
2.vasp,-1.6856
3.vasp,-1.6730
4.vasp,-1.8326
5.vasp,0.7686
6.vasp,0.8734
7.vasp,0.9258
8.vasp,0.8978
9.vasp,0.7799
11.vasp,0.8798
10.vasp,0.8665
12.vasp,0.8223
13.vasp,0.7771
14.vasp,0.6794
15.vasp,0.9159
16.vasp,0.7826
17.vasp,0.6707
18.vasp,0.5792
19.vasp,0.3267
20.vasp,0.5206
21.vasp,0.5182
22.vasp,0.4749
23.vasp,0.4061
24.vasp,0.2565
25.vasp,1.2241
26.vasp,1.1115
27.vasp,1.0208
28.vasp,0.9157
29.vasp,0.7081
30.vasp,0.9743
31.vasp,0.9194
32.vasp,0.8538
33.vasp,0.7953
34.vasp,0.6793
35.vasp,1.0386
36.vasp,1.0573
37.vasp,1.0281
38.vasp,0.9738
39.vasp,0.8580
40.vasp,0.9996
41.vasp,0.9763
42.vasp,0.9380
43.vasp,0.8890
44.vasp,0.7817
45.vasp,1.4291
46.vasp,1.4449
47.vasp,1.4909
48.vasp,1.5034
49.vasp,1.4404
51.vasp,1.4741
50.vasp,1.4893
52.vasp,1.4720
53.vasp,1.4548
54.vasp,1.4048
55.vasp,-2.8840
56.vasp,-2.8956
57.vasp,-2.8881
58.vasp,-2.8814
59.vasp,-2.9145
60.vasp,-2.7443
61.vasp,-2.7801
62.vasp,-2.8332
63.vasp,-2.8668
64.vasp,-2.9119
65.vasp,0.0860
66.vasp,0.0734
67.vasp,0.0390
68.vasp,-0.0717
69.vasp,-0.4779
70.vasp,-0.0345
71.vasp,-0.0994
72.vasp,-0.2148
73.vasp,-0.3840
74.vasp,-0.5268
75.vasp,0.7997
76.vasp,0.5613
77.vasp,0.3666
78.vasp,0.3027
79.vasp,0.1742
80.vasp,0.2486
81.vasp,0.2512
82.vasp,0.2265
83.vasp,0.1795
84.vasp,0.0709
85.vasp,1.1266
86.vasp,0.9680
87.vasp,0.7841
88.vasp,0.6938
89.vasp,0.5800
91.vasp,0.5458
90.vasp,0.5780
92.vasp,0.5844
93.vasp,0.5460
94.vasp,0.4407
95.vasp,1.0760
96.vasp,0.9439
97.vasp,0.8237
98.vasp,0.7692
99.vasp,0.6034
101.vasp,0.7673
100.vasp,0.7572
102.vasp,0.7001
103.vasp,0.6409
104.vasp,0.5421
106.vasp,-0.2741
105.vasp,-0.3692
107.vasp,-0.4521
108.vasp,-0.4827
109.vasp,-0.4909
110.vasp,-0.3454
111.vasp,-0.4164
112.vasp,-0.4667
113.vasp,-0.4888
114.vasp,-0.4904
115.vasp,-4.1847
116.vasp,-4.1702
117.vasp,-4.1611
118.vasp,-4.1669
119.vasp,-4.2546
120.vasp,-4.2051
121.vasp,-4.1928
122.vasp,-4.1694
123.vasp,-4.1143
124.vasp,-4.1082
125.vasp,1.4531
126.vasp,1.5775
127.vasp,1.4241
128.vasp,1.2382
129.vasp,1.0737
130.vasp,1.0931
131.vasp,1.1286
132.vasp,1.1295
133.vasp,1.0976
134.vasp,1.0418
135.vasp,0.7908
136.vasp,0.9023
137.vasp,0.9609
138.vasp,0.9351
139.vasp,0.8374
141.vasp,0.9299
140.vasp,0.9228
142.vasp,0.8810
143.vasp,0.8392
144.vasp,0.7358
145.vasp,0.6009
146.vasp,0.5694
147.vasp,0.5726
148.vasp,0.5957
149.vasp,0.5862
150.vasp,0.1253
151.vasp,0.2424
152.vasp,0.3855
153.vasp,0.4807
154.vasp,0.5155
155.vasp,-3.4487
156.vasp,-3.4880
157.vasp,-3.5872
158.vasp,-3.6131
159.vasp,-3.5124
160.vasp,-3.2842
161.vasp,-3.2501
162.vasp,-3.3294
163.vasp,-3.3870
164.vasp,-3.4538
165.vasp,0.6457
166.vasp,0.5994
167.vasp,0.4521
168.vasp,0.2648
169.vasp,0.0594
170.vasp,0.1468
171.vasp,0.0782
172.vasp,0.0319
173.vasp,0.0277
174.vasp,0.0389
175.vasp,0.8775
176.vasp,1.1122
177.vasp,1.2999
178.vasp,1.3500
179.vasp,1.2571
180.vasp,1.2298
181.vasp,1.3056
182.vasp,1.3069
183.vasp,1.2427
184.vasp,1.1103
185.vasp,1.3744
186.vasp,1.3396
187.vasp,1.2651
188.vasp,1.1317
189.vasp,0.7060
190.vasp,0.9410
191.vasp,0.8383
192.vasp,0.7135
193.vasp,0.6201
194.vasp,0.5280
195.vasp,-0.4608
196.vasp,-0.3089
197.vasp,-0.2980
198.vasp,-0.3623
199.vasp,-0.4370
200.vasp,-0.1149
201.vasp,-0.1306
202.vasp,-0.1862
203.vasp,-0.3118
204.vasp,-0.4268
205.vasp,1.1878
206.vasp,1.1515
207.vasp,1.0666
208.vasp,0.9774
209.vasp,0.8128
210.vasp,1.0748
211.vasp,1.0527
212.vasp,0.9801
213.vasp,0.8922
214.vasp,0.7707
215.vasp,1.1854
216.vasp,1.1645
217.vasp,1.0896
218.vasp,1.0028
219.vasp,0.8365
220.vasp,0.1916
221.vasp,0.4783
222.vasp,0.7763
223.vasp,0.9267
224.vasp,0.6985
225.vasp,0.8376
226.vasp,0.9160
227.vasp,1.0198
228.vasp,1.0469
229.vasp,0.7404
230.vasp,-1.7602
231.vasp,-1.7255
232.vasp,-1.7163
233.vasp,-1.7619
234.vasp,-1.8681
235.vasp,0.9028
236.vasp,0.8726
237.vasp,0.7960
238.vasp,0.7336
239.vasp,0.6303
240.vasp,1.0314
241.vasp,0.9690
242.vasp,0.8729
243.vasp,0.7966
244.vasp,0.6303
245.vasp,1.0230
246.vasp,0.9727
247.vasp,0.8737
248.vasp,0.8062
249.vasp,0.6384
250.vasp,-0.1904
251.vasp,-0.1903
252.vasp,-0.2196
253.vasp,-0.2605
254.vasp,-0.3524
255.vasp,-0.0866
256.vasp,-0.1305
257.vasp,-0.1832
258.vasp,-0.2243
259.vasp,-0.2949
260.vasp,-0.0421
261.vasp,-0.0041
262.vasp,0.0034
263.vasp,-0.0250
264.vasp,-0.1511
265.vasp,0.2132
266.vasp,0.1848
267.vasp,0.1419
268.vasp,0.0621
269.vasp,-0.0986
270.vasp,-0.2031
271.vasp,-0.2269
272.vasp,-0.3477
273.vasp,-0.4611
274.vasp,-0.6019
275.vasp,-0.5076
276.vasp,-0.4879
277.vasp,-0.5135
278.vasp,-0.5592
279.vasp,-0.6495
280.vasp,-0.0814
281.vasp,-0.2020
282.vasp,-0.3656
283.vasp,-0.5163
284.vasp,-0.6145
285.vasp,0.4237
286.vasp,0.3923
287.vasp,0.3287
288.vasp,0.2643
289.vasp,0.1800
290.vasp,0.4524
291.vasp,0.4004
292.vasp,0.3306
293.vasp,0.2569
294.vasp,0.1555
295.vasp,0.3501
296.vasp,0.3297
297.vasp,0.2854
298.vasp,0.2343
299.vasp,0.1560
300.vasp,1.0787
301.vasp,1.0288
302.vasp,0.9427
303.vasp,0.8533
304.vasp,0.7187
305.vasp,1.1040
306.vasp,1.0331
307.vasp,0.9393
308.vasp,0.8543
309.vasp,0.7247
310.vasp,0.9641
311.vasp,0.9421
312.vasp,0.8876
313.vasp,0.8058
314.vasp,0.7022
315.vasp,1.2249
316.vasp,1.1590
317.vasp,1.0691
318.vasp,0.9779
319.vasp,0.8206
320.vasp,0.9564
321.vasp,0.9661
322.vasp,0.9552
323.vasp,0.9254
324.vasp,0.8057
325.vasp,0.8863
326.vasp,0.9195
327.vasp,0.9448
328.vasp,0.9279
329.vasp,0.8103
330.vasp,0.5401
331.vasp,0.5166
332.vasp,0.4549
333.vasp,0.3483
334.vasp,-0.1253
335.vasp,0.3264
336.vasp,0.2758
337.vasp,0.1566
338.vasp,-0.0456
339.vasp,-0.2315
340.vasp,0.5102
341.vasp,0.4765
342.vasp,0.4009
343.vasp,0.2530
344.vasp,-0.2113
345.vasp,-0.7718
346.vasp,-0.6411
347.vasp,-0.4948
348.vasp,-0.5496
349.vasp,-0.6262
350.vasp,-0.4664
351.vasp,-0.4855
352.vasp,-0.5326
353.vasp,-0.5861
354.vasp,-0.6684
355.vasp,-0.2608
356.vasp,-0.3583
357.vasp,-0.4406
358.vasp,-0.5302
359.vasp,-0.6204
360.vasp,-1.0089
361.vasp,-0.7076
362.vasp,-0.4013
363.vasp,-0.3749
364.vasp,-0.3645
365.vasp,-0.4432
366.vasp,-0.4135
367.vasp,-0.3579
368.vasp,-0.3491
369.vasp,-0.4027
370.vasp,-0.0796
371.vasp,-0.0889
372.vasp,-0.2473
373.vasp,-0.3728
374.vasp,-0.3564
375.vasp,0.8957
376.vasp,0.8198
377.vasp,0.7055
378.vasp,0.5641
379.vasp,0.3127
380.vasp,0.7566
381.vasp,0.6749
382.vasp,0.5939
383.vasp,0.5074
384.vasp,0.3641
385.vasp,0.8992
386.vasp,0.8580
387.vasp,0.7432
388.vasp,0.6090
389.vasp,0.3643
390.vasp,-0.8291
391.vasp,-0.6898
392.vasp,-0.6617
393.vasp,-0.6985
394.vasp,-0.8222
395.vasp,-0.5575
396.vasp,-0.6007
397.vasp,-0.6541
398.vasp,-0.7099
399.vasp,-0.8827
400.vasp,-0.6669
401.vasp,-0.6762
402.vasp,-0.7041
403.vasp,-0.7496
404.vasp,-0.8762
405.vasp,-0.4144
406.vasp,-0.6164
407.vasp,-0.7459
408.vasp,-0.8361
409.vasp,-1.0040
410.vasp,-0.8474
411.vasp,-0.8527
412.vasp,-0.8660
413.vasp,-0.9117
414.vasp,-1.0566
415.vasp,-1.0347
416.vasp,-0.9570
417.vasp,-0.9018
418.vasp,-0.9075
419.vasp,-1.0722
420.vasp,0.4557
421.vasp,0.4139
422.vasp,0.2843
423.vasp,0.1980
424.vasp,0.0620
425.vasp,0.6853
426.vasp,0.5968
427.vasp,0.4647
428.vasp,0.3329
429.vasp,0.0436
430.vasp,0.3585
431.vasp,0.3462
432.vasp,0.2923
433.vasp,0.2019
434.vasp,0.0293
435.vasp,0.4042
436.vasp,0.3314
437.vasp,0.2060
438.vasp,0.1085
439.vasp,-0.1025
440.vasp,0.1842
441.vasp,0.1700
442.vasp,0.1179
443.vasp,0.0322
444.vasp,-0.1398
445.vasp,0.3151
446.vasp,0.2976
447.vasp,0.2282
448.vasp,0.1304
449.vasp,-0.0790
450.vasp,1.5434
451.vasp,1.4904
452.vasp,1.3971
453.vasp,1.2804
454.vasp,1.0392
455.vasp,1.3683
456.vasp,1.3481
457.vasp,1.2708
458.vasp,1.1843
459.vasp,0.9994
460.vasp,1.4991
461.vasp,1.4872
462.vasp,1.4220
463.vasp,1.2794
464.vasp,1.0534
465.vasp,0.4277
466.vasp,0.4110
467.vasp,0.3580
468.vasp,0.2537
469.vasp,-0.1707
470.vasp,0.4016
471.vasp,0.3599
472.vasp,0.2899
473.vasp,0.1274
474.vasp,-0.2256
475.vasp,0.2631
476.vasp,0.2197
477.vasp,0.0797
478.vasp,-0.1146
479.vasp,-0.2466
480.vasp,0.4346
481.vasp,0.4280
482.vasp,0.3807
483.vasp,0.3079
484.vasp,0.1652
485.vasp,0.5467
486.vasp,0.5084
487.vasp,0.4390
488.vasp,0.3618
489.vasp,0.2038
490.vasp,-0.0625
491.vasp,-0.2731
492.vasp,-0.4448
493.vasp,-0.5720
494.vasp,-0.7376
495.vasp,-0.3191
496.vasp,-0.4265
497.vasp,-0.5192
498.vasp,-0.5868
499.vasp,-0.7964
500.vasp,-0.2330
501.vasp,-0.3974
502.vasp,-0.4658
503.vasp,-0.5732
504.vasp,-0.7580
505.vasp,-0.9603
506.vasp,-0.9857
507.vasp,-1.2283
508.vasp,-1.3038
509.vasp,-1.4410
510.vasp,-1.5398
511.vasp,-1.4727
512.vasp,-1.3875
513.vasp,-1.3586
514.vasp,-1.4559
515.vasp,-1.1746
516.vasp,-1.2197
517.vasp,-1.2846
518.vasp,-1.3567
519.vasp,-1.5481
520.vasp,-0.2178
521.vasp,-0.1035
522.vasp,0.0358
523.vasp,0.0912
524.vasp,0.0441
525.vasp,0.2982
526.vasp,0.2265
527.vasp,0.1245
528.vasp,0.1150
529.vasp,0.0977
530.vasp,-0.6450
531.vasp,-0.7038
532.vasp,-0.7848
533.vasp,-0.7770
534.vasp,-0.7171
535.vasp,0.0251
536.vasp,-0.0895
537.vasp,-0.4308
538.vasp,-0.6563
539.vasp,-0.7532
540.vasp,-0.3281
541.vasp,-0.3225
542.vasp,-0.3372
543.vasp,-0.3878
544.vasp,-0.5139
545.vasp,-0.1500
546.vasp,-0.1825
547.vasp,-0.2609
548.vasp,-0.3541
549.vasp,-0.5205
550.vasp,-0.0236
551.vasp,-0.0486
552.vasp,-0.1135
553.vasp,-0.1904
554.vasp,-0.3031
555.vasp,0.0913
556.vasp,0.0496
557.vasp,-0.0276
558.vasp,-0.1462
559.vasp,-0.2972
560.vasp,-1.1431
561.vasp,-1.1477
562.vasp,-1.1675
563.vasp,-1.2096
564.vasp,-1.3292
565.vasp,-0.1087
566.vasp,-0.0910
567.vasp,-0.0968
568.vasp,-0.1267
569.vasp,-0.2696
570.vasp,-0.1005
571.vasp,-0.0762
572.vasp,-0.0766
573.vasp,-0.0996
574.vasp,-0.1882
575.vasp,-0.0123
576.vasp,-0.0336
577.vasp,-0.0695
578.vasp,-0.1033
579.vasp,-0.1913
580.vasp,0.1834
581.vasp,0.3150
582.vasp,0.3760
583.vasp,0.3098
584.vasp,0.1091
585.vasp,0.4760
586.vasp,0.4791
587.vasp,0.4317
588.vasp,0.3187
589.vasp,0.1328
590.vasp,0.2541
591.vasp,0.1967
592.vasp,0.0535
593.vasp,-0.1256
594.vasp,-0.1917
595.vasp,0.5203
596.vasp,0.5149
597.vasp,0.4362
598.vasp,0.2415
599.vasp,-0.1480
600.vasp,-0.0264
601.vasp,-0.0543
602.vasp,-0.1201
603.vasp,-0.1870
604.vasp,-0.1569
605.vasp,-0.9029
606.vasp,-0.9249
607.vasp,-0.9607
608.vasp,-1.0196
609.vasp,-1.1572
610.vasp,-0.9293
611.vasp,-0.9466
612.vasp,-0.9751
613.vasp,-1.0280
614.vasp,-1.1577
615.vasp,-0.9021
616.vasp,-0.9237
617.vasp,-0.9611
618.vasp,-1.0113
619.vasp,-1.1393
620.vasp,-1.9168
621.vasp,-2.0025
622.vasp,-2.1115
623.vasp,-1.8301
624.vasp,-1.7266
625.vasp,-1.8789
626.vasp,-1.8667
627.vasp,-1.8045
628.vasp,-1.7569
629.vasp,-1.7500
630.vasp,-2.0830
631.vasp,-1.8764
632.vasp,-1.8298
633.vasp,-1.7394
634.vasp,-1.6993
635.vasp,-3.8708
636.vasp,-4.1873
637.vasp,-4.4509
638.vasp,-4.6914
639.vasp,-4.8548
640.vasp,-3.9275
641.vasp,-4.1911
642.vasp,-4.4824
643.vasp,-4.6831
644.vasp,-4.8504
645.vasp,-0.8073
646.vasp,-0.8051
647.vasp,-0.8043
648.vasp,-0.8226
649.vasp,-0.9052
650.vasp,-0.4298
651.vasp,-0.5185
652.vasp,-0.6146
653.vasp,-0.6909
654.vasp,-0.7927
655.vasp,-3.3077
656.vasp,-3.3514
657.vasp,-3.4185
658.vasp,-3.4873
659.vasp,-3.6398
660.vasp,-3.3400
661.vasp,-3.3751
662.vasp,-3.4158
663.vasp,-3.4713
664.vasp,-3.6247
665.vasp,-3.5070
666.vasp,-3.5166
667.vasp,-3.5456
668.vasp,-3.5942
669.vasp,-3.6950
670.vasp,-0.0889
671.vasp,-0.1279
672.vasp,-0.1595
673.vasp,-0.4567
674.vasp,-0.9059
675.vasp,-0.2236
676.vasp,-0.2878
677.vasp,-0.4864
678.vasp,-0.7325
679.vasp,-1.0075
680.vasp,-0.1776
681.vasp,-0.2446
682.vasp,-0.2221
683.vasp,-0.6337
684.vasp,-0.9415
685.vasp,-1.2451
686.vasp,-1.2220
687.vasp,-1.2250
688.vasp,-1.2860
689.vasp,-1.4195
690.vasp,-1.0925
691.vasp,-1.1277
692.vasp,-1.1805
693.vasp,-1.2628
694.vasp,-1.4267
695.vasp,2.3227
696.vasp,2.2737
697.vasp,2.2016
698.vasp,2.1121
699.vasp,1.9229
700.vasp,2.4187
701.vasp,2.4331
702.vasp,2.3505
703.vasp,2.2258
704.vasp,2.0414
705.vasp,2.4613
706.vasp,2.3866
707.vasp,2.2962
708.vasp,2.1717
709.vasp,1.9654
710.vasp,-0.0328
711.vasp,0.1206
712.vasp,0.1560
713.vasp,0.1065
714.vasp,-0.0483
715.vasp,0.2313
716.vasp,0.2732
717.vasp,0.2215
718.vasp,0.1362
719.vasp,-0.0682
720.vasp,1.0239
721.vasp,1.0001
722.vasp,0.9443
723.vasp,0.8320
724.vasp,0.6244
725.vasp,1.2158
726.vasp,1.1321
727.vasp,1.0343
728.vasp,0.9215
729.vasp,0.7207
730.vasp,1.1741
731.vasp,1.1405
732.vasp,1.0654
733.vasp,0.9323
734.vasp,0.7316
735.vasp,2.2227
736.vasp,2.1775
737.vasp,2.1138
738.vasp,2.0083
739.vasp,1.8128
740.vasp,2.3853
741.vasp,2.3302
742.vasp,2.2171
743.vasp,2.1131
744.vasp,1.8789
745.vasp,2.3082
746.vasp,2.3560
747.vasp,2.2754
748.vasp,2.1275
749.vasp,1.9021
750.vasp,2.8540
751.vasp,2.7972
752.vasp,2.6752
753.vasp,2.5366
754.vasp,2.3298
755.vasp,2.7733
756.vasp,2.7108
757.vasp,2.6161
758.vasp,2.5024
759.vasp,2.3209
760.vasp,2.7567
761.vasp,2.6936
762.vasp,2.5996
763.vasp,2.4881
764.vasp,2.3110
765.vasp,2.6779
766.vasp,2.6399
767.vasp,2.5688
768.vasp,2.4608
769.vasp,2.2931
770.vasp,0.9302
771.vasp,0.9295
772.vasp,0.8878
773.vasp,0.8124
774.vasp,0.6701
775.vasp,0.4724
776.vasp,0.4370
777.vasp,0.3635
778.vasp,0.2597
779.vasp,0.0697
780.vasp,0.6747
781.vasp,0.6498
782.vasp,0.5715
783.vasp,0.4563
784.vasp,0.2570
785.vasp,1.0566
786.vasp,1.0181
787.vasp,0.9296
788.vasp,0.8100
789.vasp,0.5826
790.vasp,-1.5186
791.vasp,-1.5487
792.vasp,-1.6404
793.vasp,-1.7465
794.vasp,-1.8938
795.vasp,1.0507
796.vasp,1.0323
797.vasp,0.9862
798.vasp,0.9150
799.vasp,0.7588
800.vasp,1.6172
801.vasp,1.6207
802.vasp,1.5804
803.vasp,1.5256
804.vasp,1.4055
805.vasp,-0.4267
806.vasp,-0.4782
807.vasp,-0.5409
808.vasp,-0.6108
809.vasp,-0.7430
810.vasp,-0.5162
811.vasp,-0.5441
812.vasp,-0.5823
813.vasp,-0.6402
814.vasp,-0.7531
815.vasp,-0.5730
816.vasp,-0.5856
817.vasp,-0.6101
818.vasp,-0.6542
819.vasp,-0.8083
820.vasp,-0.6237
821.vasp,-0.6270
822.vasp,-0.6372
823.vasp,-0.6701
824.vasp,-0.7628
825.vasp,-2.9511
826.vasp,-2.9190
827.vasp,-2.9042
828.vasp,-2.9106
829.vasp,-2.9546
830.vasp,0.1190
831.vasp,0.0974
832.vasp,0.0260
833.vasp,-0.1467
834.vasp,-0.5246
835.vasp,0.0244
836.vasp,-0.0130
837.vasp,-0.1107
838.vasp,-0.3530
839.vasp,-0.5422
840.vasp,0.1005
841.vasp,0.0719
842.vasp,0.0029
843.vasp,-0.2172
844.vasp,-0.5158
845.vasp,-0.0425
846.vasp,-0.0859
847.vasp,-0.1962
848.vasp,-0.4104
849.vasp,-0.5485
850.vasp,0.3979
851.vasp,0.3744
852.vasp,0.3205
853.vasp,0.2366
854.vasp,0.1064
855.vasp,0.7553
856.vasp,0.7410
857.vasp,0.6922
858.vasp,0.5968
859.vasp,0.4071
860.vasp,0.8716
861.vasp,0.8375
862.vasp,0.7767
863.vasp,0.6854
864.vasp,0.5182
865.vasp,0.1381
866.vasp,0.0833
867.vasp,-0.0428
868.vasp,-0.2544
869.vasp,-0.4354
870.vasp,-4.0912
871.vasp,-4.0995
872.vasp,-4.1140
873.vasp,-4.1357
874.vasp,-4.2195
875.vasp,1.2173
876.vasp,1.2271
877.vasp,1.1971
878.vasp,1.1318
879.vasp,1.0492
880.vasp,0.9439
881.vasp,0.9554
882.vasp,0.9314
883.vasp,0.8592
884.vasp,0.7358
885.vasp,0.6776
886.vasp,0.7012
887.vasp,0.6929
888.vasp,0.6524
889.vasp,0.5853
890.vasp,0.7557
891.vasp,0.7347
892.vasp,0.6821
893.vasp,0.6059
894.vasp,0.4824
895.vasp,0.7280
896.vasp,0.7507
897.vasp,0.7456
898.vasp,0.6868
899.vasp,0.5684
900.vasp,0.1044
901.vasp,0.1669
902.vasp,0.3119
903.vasp,0.4944
904.vasp,0.5117
905.vasp,-3.2978
906.vasp,-3.3466
907.vasp,-3.4360
908.vasp,-3.4612
909.vasp,-3.4572
910.vasp,0.0613
911.vasp,0.0715
912.vasp,0.0695
913.vasp,-0.0147
914.vasp,-0.0737
915.vasp,-0.0847
916.vasp,-0.0562
917.vasp,-0.0872
918.vasp,-0.0824
919.vasp,-0.0764
920.vasp,0.0855
921.vasp,0.0976
922.vasp,0.0957
923.vasp,0.0620
924.vasp,-0.0049
925.vasp,-0.1366
926.vasp,-0.0938
927.vasp,-0.0514
928.vasp,-0.0293
929.vasp,-0.0347
930.vasp,0.9930
931.vasp,0.9809
932.vasp,0.9397
933.vasp,0.8784
934.vasp,0.6725
935.vasp,0.8121
936.vasp,0.7569
937.vasp,0.6686
938.vasp,0.6173
939.vasp,0.5863
940.vasp,1.0794
941.vasp,1.0732
942.vasp,1.0364
943.vasp,0.9476
944.vasp,0.7736
945.vasp,0.9256
946.vasp,0.9181
947.vasp,0.8880
948.vasp,0.8470
949.vasp,0.6684
950.vasp,-0.0055
951.vasp,-0.0641
952.vasp,-0.1743
953.vasp,-0.3867
954.vasp,-0.5224
955.vasp,-0.1390
956.vasp,-0.2353
957.vasp,-0.3540
958.vasp,-0.4754
959.vasp,-0.5191
960.vasp,-0.3198
961.vasp,-0.3548
962.vasp,-0.4193
963.vasp,-0.4825
964.vasp,-0.5166
965.vasp,-0.0435
966.vasp,-0.1226
967.vasp,-0.2367
968.vasp,-0.3998
969.vasp,-0.5126
970.vasp,-2.1848
971.vasp,-2.0430
972.vasp,-2.0044
973.vasp,-2.1187
974.vasp,-2.3553
975.vasp,-1.4833
976.vasp,-1.5190
977.vasp,-1.5906
978.vasp,-1.7597
979.vasp,-2.2152
980.vasp,0.5695
981.vasp,0.5168
982.vasp,0.3633
983.vasp,0.1346
984.vasp,0.0435
985.vasp,-1.4303
986.vasp,-1.4253
987.vasp,-1.4324
988.vasp,-1.4498
989.vasp,-1.4830
990.vasp,-1.4090
991.vasp,-1.4297
992.vasp,-1.4368
993.vasp,-1.4468
994.vasp,-1.4672
995.vasp,1.4275
996.vasp,1.3777
997.vasp,1.3836
998.vasp,1.3650
999.vasp,1.2465
1000.vasp,0.4141
1001.vasp,0.3870
1002.vasp,0.3120
1003.vasp,0.1635
1004.vasp,-0.0308
1005.vasp,0.1574
1006.vasp,0.0641
1007.vasp,-0.0189
1008.vasp,-0.0659
1009.vasp,-0.0927
1010.vasp,0.3984
1011.vasp,0.3501
1012.vasp,0.2625
1013.vasp,0.1283
1014.vasp,-0.0372
1015.vasp,0.4044
1016.vasp,0.3806
1017.vasp,0.3108
1018.vasp,0.1990
1019.vasp,-0.0092
1020.vasp,-0.3925
1021.vasp,-0.3324
1022.vasp,-0.2948
1023.vasp,-0.2838
1024.vasp,-0.3011
1025.vasp,-0.4049
1026.vasp,-0.3457
1027.vasp,-0.3016
1028.vasp,-0.2841
1029.vasp,-0.2899
1030.vasp,0.2444
1031.vasp,0.2136
1032.vasp,0.1180
1033.vasp,-0.0493
1034.vasp,-0.2271
1035.vasp,0.0615
1036.vasp,0.0318
1037.vasp,-0.0422
1038.vasp,-0.1596
1039.vasp,-0.2755
1040.vasp,-0.6492
1041.vasp,-0.6082
1042.vasp,-0.6453
1043.vasp,-0.6146
1044.vasp,-0.6665
1045.vasp,-0.2771
1046.vasp,-0.3142
1047.vasp,-0.3965
1048.vasp,-0.5519
1049.vasp,-0.6192
1050.vasp,-1.0477
1051.vasp,-0.8397
1052.vasp,-0.7181
1053.vasp,-0.6328
1054.vasp,-0.6699
1055.vasp,-2.2797
1056.vasp,-2.4454
1057.vasp,-2.6487
1058.vasp,-2.8572
1059.vasp,-2.9652
1060.vasp,-1.7868
1061.vasp,-2.0285
1062.vasp,-2.3685
1063.vasp,-2.7211
1064.vasp,-2.9112
1065.vasp,-2.2887
1066.vasp,-2.4815
